success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,stim_order,rt,stimulus,response,participantId,interview_date,handedness,version,phase,difficulty,stimulus_set,selected_stim,index,deck_probabilities,key_press,reward_type,reversal_type,reward_tally,total_earnings,
,,,,,html-keyboard-response,78,168932,0.0-13.0-0.19,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,79,173873,0.0-13.0-1.19,"[""cat"",""dog"",""rabbit""]",4939,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,80,174876,0.0-13.0-2.19,"[""cat"",""dog"",""rabbit""]",4939,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_win.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,20,"0.4,0.2,0.8",50,TRUE,FALSE,-600,,1
,,,,,html-keyboard-response,81,175378,0.0-13.0-0.20,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,82,176379,0.0-13.0-1.20,"[""cat"",""dog"",""rabbit""]",998,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,83,177382,0.0-13.0-2.20,"[""cat"",""dog"",""rabbit""]",998,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,21,"0.4,0.2,0.8",50,FALSE,FALSE,-650,,1
,,,,,html-keyboard-response,84,177883,0.0-13.0-0.21,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,85,178241,0.0-13.0-1.21,"[""cat"",""dog"",""rabbit""]",355,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,86,179244,0.0-13.0-2.21,"[""cat"",""dog"",""rabbit""]",355,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/outcome/squared_win.png'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,1,2/17/26,right,loss,1,stable-volatile,8,cat,22,"0.4,0.2,0.8",49,TRUE,FALSE,-650,,1
,,,,,html-keyboard-response,87,179746,0.0-13.0-0.22,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,88,180610,0.0-13.0-1.22,"[""cat"",""dog"",""rabbit""]",862,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,89,181613,0.0-13.0-2.22,"[""cat"",""dog"",""rabbit""]",862,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,23,"0.4,0.2,0.8",50,FALSE,FALSE,-700,,1
,,,,,html-keyboard-response,90,182115,0.0-13.0-0.23,"[""cat"",""dog"",""rabbit""]",327,<div style='font-size:40px'>+</div>,3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,91,182581,0.0-13.0-1.23,"[""cat"",""dog"",""rabbit""]",464,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,92,183584,0.0-13.0-2.23,"[""cat"",""dog"",""rabbit""]",464,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_win.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,24,"0.4,0.2,0.8",51,TRUE,FALSE,-700,,1
,,,,,html-keyboard-response,93,184086,0.0-13.0-0.24,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,94,184425,0.0-13.0-1.24,"[""cat"",""dog"",""rabbit""]",337,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,95,185428,0.0-13.0-2.24,"[""cat"",""dog"",""rabbit""]",337,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_win.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,25,"0.4,0.2,0.8",51,TRUE,FALSE,-700,,1
,,,,,html-keyboard-response,96,185930,0.0-13.0-0.25,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,97,186284,0.0-13.0-1.25,"[""cat"",""dog"",""rabbit""]",352,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,98,187287,0.0-13.0-2.25,"[""cat"",""dog"",""rabbit""]",352,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,1,2/17/26,right,loss,1,stable-volatile,8,cat,26,"0.4,0.2,0.8",49,FALSE,FALSE,-750,,1
,,,,,html-keyboard-response,99,187789,0.0-13.0-0.26,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,100,188084,0.0-13.0-1.26,"[""cat"",""dog"",""rabbit""]",293,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,101,189087,0.0-13.0-2.26,"[""cat"",""dog"",""rabbit""]",293,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,27,"0.4,0.2,0.8",50,FALSE,FALSE,-800,,1
,,,,,html-keyboard-response,102,189589,0.0-13.0-0.27,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,103,189883,0.0-13.0-1.27,"[""cat"",""dog"",""rabbit""]",293,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,104,190886,0.0-13.0-2.27,"[""cat"",""dog"",""rabbit""]",293,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_win.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,28,"0.4,0.2,0.8",51,TRUE,FALSE,-800,,1
,,,,,html-keyboard-response,105,191389,0.0-13.0-0.28,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,106,191631,0.0-13.0-1.28,"[""cat"",""dog"",""rabbit""]",240,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,107,192634,0.0-13.0-2.28,"[""cat"",""dog"",""rabbit""]",240,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_win.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,29,"0.4,0.2,0.8",51,TRUE,FALSE,-800,,1
,,,,,html-keyboard-response,108,193136,0.0-13.0-0.29,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,109,193423,0.0-13.0-1.29,"[""cat"",""dog"",""rabbit""]",283,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,110,194426,0.0-13.0-2.29,"[""cat"",""dog"",""rabbit""]",283,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_win.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,30,"0.4,0.2,0.8",51,TRUE,FALSE,-800,,1
,,,,,html-keyboard-response,111,194929,0.0-13.0-0.30,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,112,195403,0.0-13.0-1.30,"[""cat"",""dog"",""rabbit""]",471,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,113,196406,0.0-13.0-2.30,"[""cat"",""dog"",""rabbit""]",471,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,31,"0.4,0.2,0.8",51,FALSE,FALSE,-850,,1
,,,,,html-keyboard-response,114,196908,0.0-13.0-0.31,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,115,197282,0.0-13.0-1.31,"[""cat"",""dog"",""rabbit""]",372,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,116,198285,0.0-13.0-2.31,"[""cat"",""dog"",""rabbit""]",372,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,32,"0.4,0.2,0.8",51,FALSE,FALSE,-900,,1
,,,,,html-keyboard-response,117,198787,0.0-13.0-0.32,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,118,199063,0.0-13.0-1.32,"[""cat"",""dog"",""rabbit""]",274,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,119,200067,0.0-13.0-2.32,"[""cat"",""dog"",""rabbit""]",274,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,33,"0.4,0.2,0.8",51,FALSE,FALSE,-950,,1
,,,,,html-keyboard-response,120,200569,0.0-13.0-0.33,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,121,200893,0.0-13.0-1.33,"[""cat"",""dog"",""rabbit""]",322,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,122,201896,0.0-13.0-2.33,"[""cat"",""dog"",""rabbit""]",322,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,34,"0.4,0.8,0.2",51,FALSE,TRUE,-1000,,1
,,,,,html-keyboard-response,123,202397,0.0-13.0-0.34,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,124,202625,0.0-13.0-1.34,"[""cat"",""dog"",""rabbit""]",227,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,125,203629,0.0-13.0-2.34,"[""cat"",""dog"",""rabbit""]",227,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,35,"0.4,0.8,0.2",51,FALSE,FALSE,-1050,,1
,,,,,html-keyboard-response,126,204131,0.0-13.0-0.35,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,127,204469,0.0-13.0-1.35,"[""cat"",""dog"",""rabbit""]",336,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,128,205472,0.0-13.0-2.35,"[""cat"",""dog"",""rabbit""]",336,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,36,"0.4,0.8,0.2",51,FALSE,FALSE,-1100,,1
,,,,,html-keyboard-response,129,205974,0.0-13.0-0.36,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,130,206258,0.0-13.0-1.36,"[""cat"",""dog"",""rabbit""]",282,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,131,207261,0.0-13.0-2.36,"[""cat"",""dog"",""rabbit""]",282,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,37,"0.4,0.8,0.2",51,FALSE,FALSE,-1150,,1
,,,,,html-keyboard-response,132,207763,0.0-13.0-0.37,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,133,208193,0.0-13.0-1.37,"[""cat"",""dog"",""rabbit""]",428,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,134,209196,0.0-13.0-2.37,"[""cat"",""dog"",""rabbit""]",428,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,38,"0.4,0.8,0.2",51,FALSE,FALSE,-1200,,1
,,,,,html-keyboard-response,135,209698,0.0-13.0-0.38,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,136,210022,0.0-13.0-1.38,"[""cat"",""dog"",""rabbit""]",322,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,137,211025,0.0-13.0-2.38,"[""cat"",""dog"",""rabbit""]",322,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_win.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,39,"0.4,0.8,0.2",50,TRUE,FALSE,-1200,,1
,,,,,html-keyboard-response,138,211527,0.0-13.0-0.39,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,139,211843,0.0-13.0-1.39,"[""cat"",""dog"",""rabbit""]",314,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,140,212845,0.0-13.0-2.39,"[""cat"",""dog"",""rabbit""]",314,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,40,"0.4,0.8,0.2",50,FALSE,FALSE,-1250,,1
,,,,,html-keyboard-response,141,220336,0.0-13.0-3.39-0.39,"[""cat"",""dog"",""rabbit""]",7490,You are 25% done with the experiment. Please press the (0) key to proceed.,0,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,142,220838,0.0-13.0-0.40,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,143,222468,0.0-13.0-1.40,"[""cat"",""dog"",""rabbit""]",1628,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,144,223470,0.0-13.0-2.40,"[""cat"",""dog"",""rabbit""]",1628,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,41,"0.4,0.8,0.2",51,FALSE,FALSE,-1300,,1
,,,,,html-keyboard-response,145,223972,0.0-13.0-0.41,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,146,224496,0.0-13.0-1.41,"[""cat"",""dog"",""rabbit""]",522,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,147,225499,0.0-13.0-2.41,"[""cat"",""dog"",""rabbit""]",522,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_win.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,42,"0.4,0.8,0.2",50,TRUE,FALSE,-1300,,1
,,,,,html-keyboard-response,148,226000,0.0-13.0-0.42,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,149,226230,0.0-13.0-1.42,"[""cat"",""dog"",""rabbit""]",228,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,150,227233,0.0-13.0-2.42,"[""cat"",""dog"",""rabbit""]",228,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_win.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,43,"0.4,0.8,0.2",50,TRUE,FALSE,-1300,,1
,,,,,html-keyboard-response,151,227735,0.0-13.0-0.43,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,152,227982,0.0-13.0-1.43,"[""cat"",""dog"",""rabbit""]",245,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,153,228985,0.0-13.0-2.43,"[""cat"",""dog"",""rabbit""]",245,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/outcome/squared_lose.png'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",2,1,2/17/26,right,loss,1,stable-volatile,8,dog,44,"0.4,0.8,0.2",50,FALSE,FALSE,-1350,,1
,,,,,html-keyboard-response,154,229487,0.0-13.0-0.44,"[""cat"",""dog"",""rabbit""]",449,<div style='font-size:40px'>+</div>,3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,155,229983,0.0-13.0-1.44,"[""cat"",""dog"",""rabbit""]",494,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",3,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,156,230986,0.0-13.0-2.44,"[""cat"",""dog"",""rabbit""]",494,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/outcome/squared_lose.png'>
            </div>",3,1,2/17/26,right,loss,1,stable-volatile,8,rabbit,45,"0.4,0.8,0.2",51,FALSE,FALSE,-1400,,1
,,,,,html-keyboard-response,157,231488,0.0-13.0-0.45,"[""cat"",""dog"",""rabbit""]",null,<div style='font-size:40px'>+</div>,null,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,158,231905,0.0-13.0-1.45,"[""cat"",""dog"",""rabbit""]",416,"
            <div class='image-container'>
                <img class='stimuli-left' src='stim/loss/8/catsquare.jpg'>
                <img class='stimuli-middle' src='stim/loss/8/dogsquare.jpg'>
                <img class='stimuli-right' src='stim/loss/8/rabbitsquare.jpg'>
            </div>",1,,,,,,,,,,,,,,,,
